TreeID,StandID,Plot,Tag,PrevPSPTag,PrevHOM,PrevDBH,PrevMS,PrevRT,PrevLA,Species,PrevStatus,PrevComments,gx,gy,PrevMainStem,PrevMulti,CrownScorch,CharUp,CharSide1,CharSide2,CharDown,PrevYear
700841,RS31,0501,700841,,137,23.5,,,,TSHE,1,,144.141,30.628,700841,N,,,,,,
500522,RS31,0406,500522,,137,1.8,,,,COCOC,1,,123.453,160.662,500522,Y,,,,,,
700858,RS31,0500,700858,,137,97.2,,,,PSME,1,,142.45,14.595,700858,N,,,,,,
601352,RS31,0503,601352,,137,13.9,,,,TSHE,1,GROUND; ODD; recently fallen,134.107,92.806,601352,N,,,,,,
401091,RS31,0406,401091,,137,2.8,,,,TSHE,1,NURSE,103.762,154.404,401091,N,,,,,,
500418,RS31,0409,500418,,137,1.3,,,,ACCI,1,,116.497,248.507,500418,N,,,,,,
700482,RS31,0502,700482,,137,20.1,,,,TSHE,1,,128.54,68.209,700482,N,,,,,,
400122,RS31,0408,400122,,137,42,,,,TSHE,1,,121.367,210.938,400122,N,,,,,,
400125,RS31,0408,400125,,137,22.8,,,,TSHE,1,,120.74,204.312,400125,N,,,,,,
500407,RS31,0409,500407,,137,108.4,,,,PSME,1,,114.922,241.724,500407,N,,,,,,
601269,RS31,0503,601269,,137,41.8,,,,TSHE,1,,137.891,91.786,601269,N,,,,,,
401192,RS31,0501,401192,,137,4.9,,,,TSHE,1,,129.222,33.861,401192,N,,,,,,
500516,RS31,0406,500516,,137,1.4,,,,COCOC,1,,121.695,163.2,500513,Y,,,,,,
500948,RS31,0405,500948,,137,3.7,,,,RHMA,1,,118.027,149.972,500948,Y,,,,,,
500124,RS31,0410,500124,,137,1.7,,,,RHMA,1,,110.242,263.941,500124,Y,,,,,,
601328,RS31,0403,601328,,137,6.5,,,,TSHE,1,,117.274,78.902,601328,N,,,,,,
400272,RS31,0407,400272,,137,11.9,,,,ABAM,1,,119.991,186.814,400272,N,,,,,,
700470,RS31,0501,700470,,137,31.4,,,,TSHE,1,,146.516,41.977,700470,N,,,,,,
601286,RS31,0503,601286,,137,3.1,,,,THPL,1,,130.489,76.091,601286,Y,,,,,,
500439,RS31,0407,500439,,137,3.8,,,,RHMA,1,LEAN,123.403,176.109,500439,N,,,,,,
601310,RS31,0403,601310,,137,8.5,,,,TSHE,1,,121.62,85.921,601310,N,,,,,,
501041,RS31,0403,501041,,137,63.2,,,,THPL,1,,102.785,85.624,501041,N,,,,,,
500277,RS31,0410,500277,,137,2.8,,,,RHMA,1,,100.405,259.082,500277,Y,,,,,,
700435,RS31,0502,700435,,137,4,,,,THPL,1,,146.368,61.386,700435,N,,,,,,
500106,RS31,0410,500106,,137,1.1,,,,RHMA,1,,101.723,267.239,500106,Y,,,,,,
400128,RS31,0408,400128,,137,10.5,,,,TSHE,1,,107.978,205.056,400128,N,,,,,,
401374,RS31,0404,401374,,137,1.7,,,,THPL,1,,110.135,100.571,401374,N,,,,,,
500359,RS31,0411,500359,,137,5.6,,,,ACCI,1,,105.278,293.299,500359,N,,,,,,
400268,RS31,0407,400268,,137,7.1,,,,TSHE,1,UWD; BASAL SCAR,101.462,192.255,400268,N,,,,,,
500469,RS31,0407,500469,,137,3.7,,,,TSHE,1,NURSE,115.038,178.16,500469,N,,,,,,
500417,RS31,0409,500417,,137,3.4,,,,ACCI,1,,116.502,248.216,500417,N,,,,,,
500423,RS31,0407,500423,,137,14.4,,,,THPL,1,,111.444,196.289,500423,N,,,,,,
501012,RS31,0409,501012,,137,4.4,,,,TSHE,1,,120.812,246.151,501012,N,,,,,,
600509,RS31,0403,600509,,137,8.1,,,,THPL,1,,122.281,79.788,600509,N,,,,,,
400140,RS31,0408,400140,,137,36.7,,,,PSME,1,,104.242,200.333,400140,N,,,,,,
401169,RS31,0502,401169,,137,10.1,,,,TSHE,1,UWD,132.97,51.153,401169,N,,,,,,
501013,RS31,0409,501013,,137,2,,,,ACCI,1,,119.89,245.982,501013,N,,,,,,
500295,RS31,0410,500295,,137,1.2,,,,RHMA,1,,120.195,274.687,500294,Y,,,,,,
401087,RS31,0406,401087,,137,1.5,,,,TSHE,1,MOUND,100.285,155.348,401087,N,,,,,,
500206,RS31,0411,500206,,137,103.2,,,,PSME,1,dead multi at dbh ,118.003,275.394,500206,N,,,,,,
401168,RS31,0502,401168,,137,49,,,,TSHE,1,UWD; LEAN; STRESS; CRACKED DOWN MIDDLE,136.146,52.245,401168,N,,,,,,
601270,RS31,0503,601270,,137,19.6,,,,TSHE,1,,137.378,90.05,601270,N,,,,,,
600535,RS31,0504,600535,,137,4.8,,,,THPL,1,GROUND; UWD,141.043,108.397,600535,N,,,,,,
500151,RS31,0410,500151,,137,1.1,,,,RHMA,1,,105.902,251.277,500151,N,,,,,,
500373,RS31,0411,500373,,137,35.5,,,,PSME,1,,101.466,288.028,500373,N,,,,,,
500414,RS31,0409,500414,,137,7.8,,,,TSHE,1,,117.333,245.588,500414,N,,,,,,
500468,RS31,0407,500468,,137,26.8,,,,TSHE,1,NURSE,115.218,178.33,500468,N,,,,,,
600507,RS31,0403,600507,,137,34.1,,,,PSME,1,,121.922,76.948,600507,N,,,,,,
500420,RS31,0409,500420,,137,1.2,,,,TABR,1,,114.046,248.863,500420,Y,,,,,,
500938,RS31,0405,500938,,137,10.1,,,,TSHE,1,NURSE,118.027,136.635,500938,N,,,,,,
501004,RS31,0409,501004,,137,68.6,,,,PSME,1,,123.221,243.842,501004,N,,,,,,
700460,RS31,0501,700460,,137,43.7,,,,TSHE,1,,149.388,47.581,700460,N,,,,,,
700467,RS31,0501,700467,,137,3.6,,,,TSHE,1,,144.532,46.776,700466,Y,,,,,,
401430,RS31,0404,401430,,137,9.4,,,,TSHE,1,,109.514,101.832,401430,N,,,,,,
401173,RS31,0502,401173,,137,6.2,,,,THPL,1,,130.251,50.089,401173,N,,,,,,
500589,RS31,0405,500589,,137,1.5,,,,VAPA,1,,120.089,145.701,500589,Y,,,,,,
500961,RS31,0406,500961,,137,40.3,,,,TSHE,1,,119.855,151.099,500961,N,,,,,,
700837,RS31,0500,700837,,137,21.4,,,,TSHE,1,,138.618,22.438,700837,N,,,,,,
401449,RS31,0405,401449,,137,3.5,,,,TSHE,1,,107.577,131.644,401449,N,,,,,,
700462,RS31,0501,700462,,137,12.9,,,,TSHE,1,,141.212,49.716,700462,N,,,,,,
600645,RS31,0409,600645,,137,5.8,,,,TSHE,1,,118.474,247.676,600645,N,,,,,,
600596,RS31,0408,600596,,137,5.2,,,,TSHE,1,,104.331,217.337,600596,N,,,,,,
500264,RS31,0410,500264,,137,1.8,,,,RHMA,1,,100.113,266.102,500263,Y,,,,,,
500335,RS31,0410,500335,,137,44,,,,PSME,1,,120.462,265.787,500335,N,,,,,,
700490,RS31,0501,700490,,137,36.2,,,,PSME,1,,136.989,39.002,700490,N,,,,,,
500376,RS31,0411,500376,,137,2.1,,,,TSHE,1,,103.485,285.875,500376,N,,,,,,
600424,RS31,0411,600424,,137,11.6,,,,TSHE,1,,120.986,292.987,600424,N,,,,,,
500588,RS31,0405,500588,,137,2.5,,,,THPL,1,LAYERED,118.884,144.227,500588,N,,,,,,
600822,RS31,0407,600822,,137,141.1,,,,PSME,1,,123.382,183.493,600822,N,,,,,,
600526,RS31,0503,600526,,137,26.5,,,,THPL,1,,130.305,84.428,600526,N,,,,,,
601281,RS31,0502,601281,,137,15.9,,,,TSHE,1,,136.155,66.885,601281,N,,,,,,
500236,RS31,0411,500236,,137,4,,,,RHMA,1,UWD,123.072,280.19,500236,N,,,,,,
601481,RS31,0503,601481,,137,35.6,,,,TSHE,1,,145.677,88.88,601481,N,,,,,,
401354,RS31,0404,401354,,137,1.5,,,,TSHE,1,UWD,113.206,103.596,401354,Y,,,,,,
500393,RS31,0411,500393,,137,9.9,,,,TSHE,1,,112.49,282.731,500393,N,,,,,,
700431,RS31,0502,700431,,137,1.6,,,,ACCI,1,UWD; GROUND,142.029,66.163,700431,N,,,,,,
600425,RS31,0411,600425,,137,10.3,,,,TSHE,1,,120.428,293.359,600425,N,,,,,,
400281,RS31,0407,400281,,137,9.3,,,,TSHE,1,,116.263,180.069,400281,N,,,,,,
500227,RS31,0411,500227,,137,2.4,,,,RHMA,1,,122.782,282.785,500226,Y,,,,,,
400134,RS31,0408,400134,,137,16.8,,,,TSHE,1,,103.846,208.026,400134,N,,,,,,
500226,RS31,0411,500226,,137,4.2,,,,RHMA,1,,122.782,282.785,500226,Y,,,,,,
500973,RS31,0406,500973,,137,3.6,,,,RHMA,1,,121.28,162.859,500972,Y,,,,,,
401323,RS31,0405,401323,,137,1.9,,,,VAPA,1,,119.732,147.383,401321,Y,,,,,,
700838,RS31,0500,700838,,137,16,,,,TSHE,1,,137.81,23.954,700838,N,,,,,,
401467,RS31,0404,401467,,137,4.8,,,,TSHE,1,NURSE,108.284,113.386,401467,N,,,,,,
500914,RS31,0405,500914,,137,92.8,,,,PSME,1,,104.175,144.593,500914,N,,,,,,
601279,RS31,0502,601279,,137,2.6,,,,TSHE,1,,135.308,72.258,601279,N,,,,,,
400635,RS31,0410,400635,,137,3,,,,RHMA,1,,102.694,268.119,400635,Y,,,,,,
400137,RS31,0408,400137,,137,39.6,,,,PSME,1,,102.056,209.294,400137,N,,,,,,
401387,RS31,0403,401387,,137,2.7,,,,TSHE,1,,104.953,85.698,401387,N,,,,,,
601276,RS31,0503,601276,,137,151.1,,,,PSME,1,,136.683,79.753,601276,N,,,,,,
501038,RS31,0403,501038,,7,3.5,,,,TSHE,1,POM 70; Suspended in tip up,109.277,92.147,501038,N,,,,,,
400631,RS31,0410,400631,,137,1.4,,,,RHMA,1,,102.508,271.252,400631,N,,,,,,
500199,RS31,0409,500199,,137,18.5,,,,TSHE,1,,101.233,225.375,500199,N,,,,,,
601351,RS31,0503,601351,,137,19.2,,,,TSHE,1,LEAN; STRESS; recently fallen,133.893,93.355,601351,N,,,,,,
401466,RS31,0404,401466,,137,19.2,,,,THPL,1,,112.195,107.478,401466,N,,,,,,
500194,RS31,0409,500194,,137,7.7,,,,ACCI,1,,105.183,230.499,500194,N,,,,,,
600521,RS31,0503,600521,,137,18.8,,,,TSHE,1,,127.51,79.466,600521,N,,,,,,
500356,RS31,0411,500356,,137,3.8,,,,TSHE,1,,101.255,292.788,500356,N,,,,,,
400636,RS31,0410,400636,,137,2.9,,,,RHMA,1,,102.694,268.119,400635,Y,,,,,,
601302,RS31,0503,601302,,137,52.8,,,,THPL,1,PMOLT 0601304,126.963,95.945,601302,N,,,,,,
400626,RS31,0410,400626,,137,1.3,,,,RHMA,1,,104.416,270.113,400625,Y,,,,,,
700548,RS31,0500,700548,,137,15.6,,,,TSHE,1,LEAN; STRESS; RECENT FALL,125.978,5.558,700548,N,,,,,,
500213,RS31,0411,500213,,137,4.8,,,,TSHE,1,,114.181,281.145,500213,N,,,,,,
400258,RS31,0407,400258,,137,4.3,,,,TSHE,1,,104.401,192.82,400258,Y,,,,,,
600532,RS31,0504,600532,,137,54.5,,,,PSME,1,,136.032,106.871,600532,N,,,,,,
600417,RS31,0411,600417,,137,10.4,,,,TSHE,1,,121.7,286.234,600417,N,,,,,,
401473,RS31,0406,401473,,137,1.7,,,,RHMA,1,,121.773,153.359,401473,N,,,,,,
401377,RS31,0404,401377,,137,3.9,,,,TSHE,1,,114.219,102.01,401377,N,,,,,,
700472,RS31,0501,700472,,137,82.8,,,,PSME,1,,146.763,39.356,700472,N,,,,,,
401446,RS31,0405,401446,,137,19,,,,TSHE,1,,100.729,131.096,401446,N,,,,,,
500429,RS31,0407,500429,,137,1.1,,,,RHMA,1,,121.331,196.951,500428,Y,,,,,,
500172,RS31,0408,500172,,137,4.6,,,,TSHE,1,,109.977,220.685,500172,N,,,,,,
700495,RS31,0501,700495,,137,3.6,,,,TSHE,1,,144.758,34.823,700495,N,,,,,,
600426,RS31,0411,600426,,137,13.3,,,,TSHE,1,,119.939,294.326,600426,N,,,,,,
401164,RS31,0502,401164,,137,4.3,,,,ACCI,1,,126.39,53.783,401164,N,,,,,,
500215,RS31,0411,500215,,137,1.3,,,,ACCI,1,,117.629,288.064,500215,N,,,,,,
500567,RS31,0405,500567,,137,3.5,,,,THPL,1,,117.915,140.333,500567,N,,,,,,
600506,RS31,0403,600506,,137,2.4,,,,TSHE,1,,119.217,78.763,600506,N,,,,,,
500451,RS31,0407,500451,,137,27.9,,,,TSHE,1,,107.554,180.818,500451,N,,,,,,
500391,RS31,0411,500391,,137,1.5,,,,TSHE,1,,108.307,279.516,500391,N,,,,,,
500505,RS31,0406,500505,,137,14.1,,,,PSME,1,,121.405,167.754,500505,N,,,,,,
601263,RS31,0503,601263,,137,24.8,,,,TSHE,1,,147.852,81.595,601263,N,,,,,,
500913,RS31,0405,500913,,137,3.7,,,,TSHE,1,NURSE,105.338,145.165,500913,N,,,,,,
700533,RS31,0500,700533,,137,113.9,,,,PSME,1,,140.247,0.054,700533,N,,,,,,
401244,RS31,0404,401244,,137,4.4,,,,TSHE,1,,108.026,117.615,401244,N,,,,,,
400588,RS31,0409,400588,,137,1.8,,,,RHMA,1,,102.058,236.777,400588,N,,,,,,
500210,RS31,0411,500210,,137,3.6,,,,RHMA,1,,118.67,280.093,500210,N,,,,,,
600505,RS31,0403,600505,,137,6.5,,,,TSHE,1,,119.527,78.483,600505,N,,,,,,
500470,RS31,0407,500470,,137,5.5,,,,TSHE,1,,114.562,180.415,500470,N,,,,,,
500217,RS31,0411,500217,,137,4.4,,,,ACCI,1,GROUND,117.77,288.139,500217,N,,,,,,
500564,RS31,0405,500564,,137,5.6,,,,THPL,1,,122.14,138.473,500564,N,,,,,,
500559,RS31,0405,500559,,137,1.2,,,,VAPA,1,,117.036,131.634,500559,Y,,,,,,
401379,RS31,0404,401379,,137,5.8,,,,TSHE,1,BA,117.782,101.252,401379,N,,,,,,
500220,RS31,0411,500220,,137,4,,,,ACCI,1,,118.632,284.493,500220,N,,,,,,
501002,RS31,0409,501002,,137,11.5,,,,TSHE,1,LEAN; NURSE,122.49,238.093,501002,N,,,,,,
400263,RS31,0408,400263,,137,9.7,,,,TSHE,1,,107.105,200.441,400263,N,,,,,,
400276,RS31,0407,400276,,137,7.7,,,,TSHE,1,,118.867,178.857,400276,N,,,,,,
601306,RS31,0503,601306,,137,24.2,,,,THPL,1,,125.32,92.387,601306,N,,,,,,
500289,RS31,0410,500289,,137,1.1,,,,RHMA,1,,105.43,250.987,500289,N,,,,,,
600821,RS31,0407,600821,,137,1.8,,,,RHMA,1,STRESS; LEAN,121.703,183.448,600821,N,,,,,,
601304,RS31,0503,601304,,137,9,,,,THPL,1,PMOLT 0601302; STRESS,126.457,95.42,601304,N,,,,,,
500377,RS31,0411,500377,,137,20.7,,,,TSHE,1,,100.212,285.463,500377,N,,,,,,
500208,RS31,0411,500208,,137,2.3,,,,RHMA,1,,118.833,278.929,500208,Y,,,,,,
401252,RS31,0405,401252,,137,6.1,,,,TSHE,1,NURSE,101.454,130.074,401252,N,,,,,,
500248,RS31,0410,500248,,137,4.7,,,,TSHE,1,Witches broom,113.164,270.537,500248,N,,,,,,
401097,RS31,0405,401097,,137,1.4,,,,THPL,1,,101.391,149.904,401097,N,,,,,,
500978,RS31,0406,500978,,137,5.9,,,,CONU,1,,121.05,165.979,500978,N,,,,,,
500416,RS31,0409,500416,,137,3.9,,,,ACCI,1,,115.958,249.068,500416,N,,,,,,
401427,RS31,0403,401427,,137,2.9,,,,TSHE,1,STRESS,100.539,99.458,401427,N,,,,,,
400001,RS31,0409,400001,,137,89,,,,PSME,1,,107.036,238.298,400001,N,,,,,,
500427,RS31,0407,500427,,137,2.1,,,,TSHE,1,,117.406,197.835,500427,N,,,,,,
500963,RS31,0406,500963,,137,3.3,,,,TSHE,1,NURSE,116.746,157.193,500963,N,,,,,,
401250,RS31,0404,401250,,137,2.2,,,,TSHE,1,,109.056,121.164,401250,N,,,,,,
400279,RS31,0407,400279,,137,15.2,,,,TSHE,1,,118.226,176.354,400279,N,,,,,,
601272,RS31,0503,601272,,137,25.9,,,,CACH,1,,137.307,83.685,601272,N,,,,,,
500167,RS31,0408,500167,,137,92.3,,,,PSME,1,,120.491,221.566,500167,N,,,,,,
700559,RS31,0500,700559,,137,19.6,,,,TSHE,1,,129.885,11.718,700559,N,,,,,,
601324,RS31,0403,601324,,137,3.6,,,,TSHE,1,UWD,112.22,79.427,601324,N,,,,,,
500557,RS31,0405,500557,,137,1.3,,,,TSHE,1,,119.454,131.826,500557,N,,,,,,
700556,RS31,0500,700556,,137,7.5,,,,TSHE,1,,135.702,10.516,700556,N,,,,,,
400003,RS31,0409,400003,,137,9.4,,,,TSHE,1,,101.471,234.336,400003,N,,,,,,
500942,RS31,0405,500942,,137,6.2,,,,THPL,1,,113.4,149.647,500942,N,,,,,,
401322,RS31,0405,401322,,137,1.7,,,,VAPA,1,,119.732,147.383,401321,Y,,,,,,
500421,RS31,0409,500421,,137,1,,,,TABR,1,,114.046,248.863,500420,Y,,,,,,
401259,RS31,0404,401259,,137,3.6,,,,TSHE,1,,103.438,119.194,401259,N,,,,,,
601245,RS31,0503,601245,,137,5,,,,TSHE,1,,142.752,99.796,601245,N,,,,,,
500201,RS31,0411,500201,,137,1.8,,,,RHMA,1,,111.072,300.01,500201,Y,,,,,,
400582,RS31,0409,400582,,137,30.1,,,,PSME,1,,106.613,241.108,400582,N,,,,,,
500187,RS31,0409,500187,,137,15.6,,,,TSHE,1,,113.318,234.765,500187,N,,,,,,
401234,RS31,0404,401234,,137,2.6,,,,TSHE,1,,108.846,121.414,401234,N,,,,,,
601473,RS31,0503,601473,,137,27.5,,,,TSHE,1,,146.536,97.164,601473,N,,,,,,
700530,RS31,0500,700530,,137,14.3,,,,TSHE,1,,149.896,1.304,700530,N,,,,,,
500437,RS31,0407,500437,,137,7.7,,,,TSHE,1,,120.465,192.041,500437,N,,,,,,
401188,RS31,0501,401188,,137,6.3,,,,TSHE,1,,127.2,41.202,401188,N,,,,,,
500943,RS31,0406,500943,,137,4.6,,,,CONU,1,,115.806,150.006,500943,N,,,,,,
601346,RS31,0503,601346,,137,6.8,,,,THPL,1,UWD; GROUND,125.091,98.396,601346,Y,,,,,,
400638,RS31,0410,400638,,137,6,,,,RHMA,1,,103.308,266.804,400638,Y,,,,,,
700847,RS31,0501,700847,,137,13.8,,,,TSHE,1,,130.528,25.617,700847,N,,,,,,
700473,RS31,0501,700473,,137,54.2,,,,TSHE,1,,143.242,40.226,700473,Y,,,,,,
400133,RS31,0408,400133,,137,9.5,,,,TSHE,1,,106.171,210.744,400133,N,,,,,,
700569,RS31,0500,700569,,137,16.8,,,,TSHE,1,,133.382,12.478,700569,N,,,,,,
500363,RS31,0411,500363,,137,14.5,,,,TSHE,1,,113.855,292.256,500363,N,,,,,,
700474,RS31,0501,700474,,137,13.2,,,,TSHE,1,,143.242,40.226,700473,Y,,,,,,
500558,RS31,0405,500558,,137,1,,,,TSHE,1,,119.038,131.875,500558,N,,,,,,
601320,RS31,0403,601320,,137,1.1,,,,TSHE,1,,113.828,79.647,601320,N,,,,,,
700852,RS31,0500,700852,,137,20.4,,,,TSHE,1,,126.935,21.953,700852,N,,,,,,
700842,RS31,0501,700842,,137,33.9,,,,TSHE,1,,140.155,32.365,700842,N,,,,,,
401251,RS31,0405,401251,,137,6.5,,,,TSHE,1,NURSE,103.373,128.599,401251,N,,,,,,
401358,RS31,0504,401358,,137,16.4,,,,THPL,1,,125.6,112.234,401358,N,,,,,,
401332,RS31,0406,401332,,137,1.3,,,,VAPA,1,,119.201,166.827,401332,N,,,,,,
400129,RS31,0408,400129,,137,33.1,,,,TSHE,1,,106.862,205.984,400129,N,,,,,,
500168,RS31,0408,500168,,137,8.2,,,,TSHE,1,,118.086,220.205,500168,N,,,,,,
700856,RS31,0500,700856,,137,22.5,,,,TSHE,1,,146.496,12.369,700856,N,,,,,,
601284,RS31,0502,601284,,137,6.8,,,,TSHE,1,,134.268,70.021,601284,N,,,,,,
600404,RS31,0411,600404,,137,7.2,,,,TSHE,1,,124.666,293.905,600404,N,,,,,,
601349,RS31,0404,601349,,137,2.8,,,,TSHE,1,,121.794,102.605,601349,N,,,,,,
500216,RS31,0411,500216,,137,9.4,,,,ACCI,1,,117.761,288.562,500216,N,,,,,,
500941,RS31,0405,500941,,137,1.3,,,,VAPA,1,,114.474,146.156,500941,N,,,,,,
600816,RS31,0407,600816,,137,1.6,,,,RHMA,1,,121.116,184.074,600815,Y,,,,,,
500965,RS31,0406,500965,,137,1.5,,,,TSHE,1,NURSE,117.43,157.649,500965,N,,,,,,
600511,RS31,0403,600511,,137,8.4,,,,ACCI,1,,124.169,81.135,600511,N,,,,,,
401472,RS31,0406,401472,,137,10.1,,,,TSHE,1,UWD,117.135,165.404,401472,N,,,,,,
500445,RS31,0408,500445,,137,5.8,,,,TSHE,1,,106.725,220.79,500445,N,,,,,,
700531,RS31,0500,700531,,137,14.7,,,,TSHE,1,,147.185,0.73,700531,N,,,,,,
500182,RS31,0409,500182,,137,14.1,,,,TSHE,1,,114.82,232.328,500182,N,,,,,,
500411,RS31,0409,500411,,137,6.1,,,,RHMA,1,,117.044,244.528,500411,N,,,,,,
700839,RS31,0501,700839,,137,46.7,,,,TSHE,1,,137.122,27.311,700839,N,,,,,,
601317,RS31,0403,601317,,137,44.8,,,,THPL,1,,110.329,85.848,601317,N,,,,,,
401189,RS31,0501,401189,,137,29.5,,,,TSHE,1,,128.145,36.579,401189,N,,,,,,
500956,RS31,0405,500956,,137,1.5,,,,RHMA,1,,117.862,149.318,500955,Y,,,,,,
500209,RS31,0411,500209,,137,1.4,,,,RHMA,1,,118.833,278.929,500208,Y,,,,,,
500388,RS31,0411,500388,,137,1.8,,,,RHMA,1,,106.156,281.937,500388,Y,,,,,,
401110,RS31,0502,401110,,137,16.8,,,,TSHE,1,,126.138,58.977,401110,N,,,,,,
500369,RS31,0411,500369,,137,5.4,,,,TSHE,1,,108.211,287.627,500369,N,,,,,,
600523,RS31,0503,600523,,137,12.5,,,,TSHE,1,NURSE; mound,127.137,83.649,600523,N,,,,,,
500122,RS31,0410,500122,,137,1.6,,,,RHMA,1,,113.11,264.142,500122,Y,,,,,,
400121,RS31,0408,400121,,137,20.6,,,,TSHE,1,,113.961,216.076,400121,N,,,,,,
500234,RS31,0411,500234,,137,4.2,,,,RHMA,1,,123.451,280.793,500234,N,,,,,,
601288,RS31,0502,601288,,137,29.7,,,,TSHE,1,,130.75,74.492,601288,N,,,,,,
601273,RS31,0503,601273,,137,23.6,,,,CACH,1,,136.146,83.775,601273,N,,,,,,
401321,RS31,0405,401321,,137,2,,,,VAPA,1,,119.732,147.383,401321,Y,,,,,,
400267,RS31,0407,400267,,137,37.3,,,,PSME,1,,102.704,194.294,400267,N,,,,,,
500190,RS31,0409,500190,,137,31.3,,,,TSHE,1,,107.508,234.013,500190,N,,,,,,
700427,RS31,0502,700427,,137,21.4,,,,TSHE,1,LEAN; recently fallen,143.297,73.103,700427,N,,,,,,
500136,RS31,0410,500136,,137,4.7,,,,TSHE,1,,117.479,252.779,500136,N,,,,,,
401084,RS31,0406,401084,,137,2.8,,,,TSHE,1,MOUND,100.808,154.539,401084,N,,,,,,
600593,RS31,0408,600593,,137,35.8,,,,TSHE,1,,115.778,212.837,600593,N,,,,,,
500519,RS31,0406,500519,,137,1.1,,,,RHMA,1,,122.449,162.051,500518,Y,,,,,,
401256,RS31,0405,401256,,137,5.7,,,,ACCI,1,2 stems,103.231,136.982,401256,Y,,,,,,
500905,RS31,0406,500905,,137,18.7,,,,TSHE,1,,110.244,157.654,500905,N,,,,,,
601314,RS31,0403,601314,,137,30.3,,,,TSHE,1,,117.546,87.078,601314,N,,,,,,
500241,RS31,0411,500241,,137,3.3,,,,TSHE,1,,112.339,275.317,500241,N,,,,,,
601277,RS31,0503,601277,,137,38.3,,,,TSHE,1,,137.244,78.902,601277,N,,,,,,
401095,RS31,0406,401095,,137,2.1,,,,TSHE,1,NURSE; UWD,105.082,152.964,401095,N,,,,,,
601274,RS31,0503,601274,,137,2.1,,,,TSHE,1,,136.838,80.511,601274,Y,,,,,,
601336,RS31,0503,601336,,137,4.1,,,,THPL,1,,128.545,99.748,601336,N,,,,,,
700857,RS31,0500,700857,,137,32.8,,,,TSHE,1,,144.247,13.939,700857,N,,,,,,
500525,RS31,0406,500525,,137,1.3,,,,COCOC,1,,123.453,160.662,500522,Y,,,,,,
500342,RS31,0411,500342,,137,51,,,,TSHE,1,,110.321,297.012,500342,N,,,,,,
600623,RS31,0409,600623,,137,7.4,,,,THPL,1,,124.202,241.76,600623,N,,,,,,
500205,RS31,0410,500205,,137,73.1,,,,THPL,1,,117.087,273.043,500205,N,,,,,,
401253,RS31,0405,401253,,137,21.2,,,,TSHE,1,LEAN; UPROOTED,101.888,131.527,401253,N,,,,,,
400264,RS31,0408,400264,,137,31.8,,,,TSHE,1,,103.031,203.762,400264,N,,,,,,
600683,RS31,0406,600683,,137,31.3,,,,TSHE,1,,117.83,170.628,600683,N,,,,,,
500150,RS31,0409,500150,,137,8,,,,TSHE,1,,112.953,249.913,500150,N,,,,,,
500959,RS31,0405,500959,,137,1.4,,,,RHMA,1,,118.272,148.784,500958,Y,,,,,,
401230,RS31,0405,401230,,134,5.2,,,,TSHE,1,POM 134,103.117,147.514,401230,N,,,,,,
401319,RS31,0405,401319,,137,1.6,,,,VAPA,1,,119.732,147.383,401321,Y,,,,,,
700833,RS31,0500,700833,,137,26.4,,,,TSHE,1,,142.074,19.276,700833,N,,,,,,
500144,RS31,0410,500144,,137,2.9,,,,TSHE,1,,123.2,254.574,500144,N,,,,,,
500586,RS31,0405,500586,,137,2.5,,,,THPL,1,,119.496,143.082,500585,Y,,,,,,
600595,RS31,0408,600595,,137,15.4,,,,TSHE,1,,104.273,215.939,600595,N,,,,,,
601291,RS31,0502,601291,,137,13.5,,,,TSHE,1,,129.869,72.49,601291,N,,,,,,
500140,RS31,0410,500140,,137,6.3,,,,TSHE,1,,118.867,252.575,500140,N,,,,,,
401174,RS31,0501,401174,,137,4.5,,,,THPL,1,,133.078,48.175,401174,N,,,,,,
500448,RS31,0407,500448,,137,69.2,,,,PSME,1,,105.437,187.778,500448,N,,,,,,
401180,RS31,0501,401180,,137,5.8,,,,TSHE,1,,131.478,45.519,401180,N,,,,,,
500560,RS31,0405,500560,,137,1,,,,VAPA,1,,117.036,131.634,500559,Y,,,,,,
601316,RS31,0403,601316,,137,12.5,,,,THPL,1,STRESS; BA,111.676,86.478,601316,N,,,,,,
400617,RS31,0410,400617,,137,1.4,,,,RHMA,1,,107.339,272.077,400616,Y,,,,,,
700840,RS31,0501,700840,,137,5.8,,,,TSHE,1,,138.244,28.007,700840,N,,,,,,
700492,RS31,0501,700492,,137,74.3,,,,PSME,1,,138.978,34.844,700492,N,,,,,,
601319,RS31,0403,601319,,137,4.6,,,,TSHE,1,,113.835,79.634,601319,N,,,,,,
500132,RS31,0410,500132,,137,4.4,,,,TSHE,1,NURSE,114.403,253.15,500132,N,,,,,,
500952,RS31,0405,500952,,137,1.2,,,,RHMA,1,,117.084,149.317,500952,N,,,,,,
500955,RS31,0405,500955,,137,1.9,,,,RHMA,1,,117.862,149.318,500955,Y,,,,,,
501040,RS31,0403,501040,,137,6.7,,,,TSHE,1,,103.191,84.23,501040,N,,,,,,
500937,RS31,0405,500937,,137,10.7,,,,THPL,1,LEAN AT BASE,115.983,134.535,500937,N,,,,,,
401468,RS31,0405,401468,,137,1.9,,,,TSHE,1,NURSE,107.489,134.392,401468,N,,,,,,
500501,RS31,0406,500501,,137,6.2,,,,RHMA,1,,121.451,171.536,500501,Y,,,,,,
